timestamp,lane_1_vehicles,lane_2_vehicles,lane_3_vehicles,lane_4_vehicles,ambulance_lane_1,ambulance_lane_2,ambulance_lane_3,ambulance_lane_4,action_index,activated_lane,green_time,reason_for_action,avg_reward,avg_loss,avg_q_value
2025-10-28T12:06:59.236585,10,1,10,4,0,0,0,0,1,1,12.0,Congestion | Vehicles: 10,-2.50,0.0000,0.00
2025-10-28T12:07:14.284428,7,4,6,7,0,0,0,0,1,1,12.0,Congestion | Vehicles: 7,3.60,0.0000,0.00
2025-10-28T12:07:26.324643,6,2,6,9,0,0,0,0,10,4,12.0,Congestion | Vehicles: 9,-0.30,0.0000,0.00
2025-10-28T12:07:41.386931,9,3,8,9,0,0,0,0,1,1,12.0,Congestion | Vehicles: 9,-2.90,0.0000,0.00
2025-10-28T12:07:56.429033,11,0,9,6,0,0,0,0,1,1,12.0,Congestion | Vehicles: 11,-2.60,0.0000,0.00
2025-10-28T12:08:11.493560,7,5,5,5,0,0,0,0,1,1,12.0,Congestion | Vehicles: 7,5.80,0.0000,0.00
2025-10-28T12:08:23.531612,6,2,7,9,0,0,0,0,10,4,12.0,Congestion | Vehicles: 9,-0.40,0.0000,0.00
2025-10-28T12:08:35.562755,8,1,8,9,0,0,0,0,10,4,12.0,Congestion | Vehicles: 9,-2.60,0.0000,0.00
2025-10-28T12:08:50.647287,9,2,9,3,0,0,0,0,1,1,12.0,Congestion | Vehicles: 9,9.70,0.0000,0.00
2025-10-28T12:09:05.694527,9,0,7,4,0,0,0,0,1,1,12.0,Congestion | Vehicles: 9,-2.00,0.0000,0.00
2025-10-28T12:09:17.779391,11,3,12,6,0,0,0,0,7,3,12.0,Congestion | Vehicles: 12,-3.20,0.0000,0.00
2025-10-30T15:05:54.698466,5,3,6,12,0,0,0,0,10,4,12.0,Congestion | Vehicles: 12,0.00,0.0000,0.00
2025-10-30T15:06:09.807450,8,2,8,5,0,0,0,0,1,1,12.0,Congestion | Vehicles: 8,11.70,0.0000,0.00
2025-10-30T15:06:24.917749,9,3,9,5,0,0,0,0,1,1,12.0,Congestion | Vehicles: 9,-2.60,0.0000,0.00
2025-10-30T15:06:40.014094,9,1,9,5,0,0,0,0,1,1,12.0,Congestion | Vehicles: 9,-2.40,0.0000,0.00
2025-10-30T15:22:28.559981,9,1,8,4,0,0,0,0,1,1,12.0,Congestion | Vehicles: 9,-2.20,0.0000,0.00
2025-10-30T15:31:51.586515,11,2,11,7,0,0,0,0,1,1,12.0,Congestion | Vehicles: 11,-3.10,0.0000,0.00
2025-10-30T15:32:04.062516,11,2,11,7,0,0,0,0,1,1,12.0,Congestion | Vehicles: 11,-3.10,0.0000,0.00
2025-10-30T15:32:16.172232,11,2,11,7,0,0,0,0,1,1,12.0,Congestion | Vehicles: 11,-3.10,0.0000,0.00
2025-10-30T15:32:28.220057,11,2,11,7,0,0,0,0,1,1,12.0,Congestion | Vehicles: 11,-3.10,0.0000,0.00
2025-10-30T15:32:40.278018,11,2,11,7,0,0,0,0,1,1,12.0,Congestion | Vehicles: 11,-3.10,0.0000,0.00
2025-10-30T15:32:52.310070,11,2,11,7,0,0,0,0,1,1,12.0,Congestion | Vehicles: 11,-3.10,0.0000,0.00
2025-10-30T15:33:04.380704,11,2,11,7,0,0,0,0,1,1,12.0,Congestion | Vehicles: 11,-3.10,0.0000,0.00
2025-10-30T15:33:16.440372,11,2,11,7,0,0,0,0,1,1,12.0,Congestion | Vehicles: 11,-3.10,0.0000,0.00
2025-10-30T15:33:28.468754,11,2,11,7,0,0,0,0,1,1,12.0,Congestion | Vehicles: 11,-3.10,0.0000,0.00
2025-10-30T15:33:40.544573,11,2,11,7,0,0,0,0,1,1,12.0,Congestion | Vehicles: 11,-3.10,0.0000,0.00
2025-10-30T15:33:52.566347,11,2,11,7,0,0,0,0,1,1,12.0,Congestion | Vehicles: 11,-3.10,0.0000,0.00
2025-10-30T15:34:04.617543,11,2,11,7,0,0,0,0,1,1,12.0,Congestion | Vehicles: 11,-3.10,0.0000,0.00
2025-10-30T15:34:16.657012,11,2,11,7,0,0,0,0,1,1,12.0,Congestion | Vehicles: 11,-3.10,0.0000,0.00
2025-10-30T15:34:28.701145,11,2,11,7,0,0,0,0,1,1,12.0,Congestion | Vehicles: 11,-3.10,0.0000,0.00
2025-10-30T15:34:40.791442,11,2,11,7,0,0,0,0,1,1,12.0,Congestion | Vehicles: 11,-3.10,0.0000,0.00
2025-10-30T15:34:52.836849,11,2,11,7,0,0,0,0,1,1,12.0,Congestion | Vehicles: 11,-3.10,0.0000,0.00
2025-10-30T15:35:04.879806,11,2,11,7,0,0,0,0,1,1,12.0,Congestion | Vehicles: 11,-3.10,0.0000,0.00
2025-10-30T15:35:25.560143,11,2,11,7,0,0,0,0,1,1,12.0,Congestion | Vehicles: 11,-3.10,0.0000,0.00
2025-10-30T15:35:38.073556,11,2,11,7,0,0,0,0,1,1,12.0,Congestion | Vehicles: 11,-3.10,0.0000,0.00
2025-10-30T15:35:50.144480,11,2,11,7,0,0,0,0,1,1,12.0,Congestion | Vehicles: 11,-3.10,0.0000,0.00
2025-10-30T15:36:02.250828,11,2,11,7,0,0,0,0,1,1,12.0,Congestion | Vehicles: 11,-3.10,0.0000,0.00
2025-10-30T15:36:14.288691,11,2,11,7,0,0,0,0,1,1,12.0,Congestion | Vehicles: 11,-3.10,0.0000,0.00
2025-10-30T15:36:26.351867,11,2,11,7,0,0,0,0,1,1,12.0,Congestion | Vehicles: 11,-3.10,0.0000,0.00
2025-10-30T15:36:38.455299,11,2,11,7,0,0,0,0,1,1,12.0,Congestion | Vehicles: 11,-3.10,0.0000,0.00
2025-10-30T15:36:50.475489,6,3,6,12,0,0,0,0,10,4,12.0,Congestion | Vehicles: 12,7.30,0.0000,0.00
2025-10-30T15:37:02.555324,7,2,7,6,0,0,0,0,1,1,12.0,Congestion | Vehicles: 7,9.80,0.0000,0.00
2025-10-30T15:37:14.586320,5,4,5,9,0,0,0,0,10,4,12.0,Congestion | Vehicles: 9,1.70,0.0000,0.00
2025-10-30T15:37:26.641806,9,4,9,2,0,0,0,0,1,1,12.0,Congestion | Vehicles: 9,11.60,0.0000,0.00
2025-10-30T15:37:38.767343,8,2,8,5,0,0,0,0,1,1,12.0,Congestion | Vehicles: 8,-0.30,0.0000,0.00
2025-10-30T15:38:00.853390,6,2,6,3,0,0,0,0,1,1,12.0,Congestion | Vehicles: 6,2.30,0.0000,0.00
2025-10-30T15:38:12.916053,6,4,6,4,0,0,0,0,1,1,12.0,Congestion | Vehicles: 6,-2.00,0.0000,0.00
2025-10-30T15:38:30.915595,9,1,9,8,0,0,0,0,1,1,12.0,Congestion | Vehicles: 9,-2.70,0.0000,0.00
2025-10-30T15:38:42.962952,8,3,8,9,0,0,0,0,10,4,12.0,Congestion | Vehicles: 9,-0.80,0.0000,0.00
2025-10-30T15:39:00.914905,10,0,10,10,0,0,0,0,1,1,12.0,Congestion | Vehicles: 10,-3.00,0.0000,0.00
2025-10-30T15:39:13.031229,8,1,7,7,0,0,0,0,1,1,12.0,Congestion | Vehicles: 8,1.70,0.0000,0.00
2025-10-30T15:39:25.067004,10,2,11,7,0,0,0,0,7,3,12.0,Congestion | Vehicles: 11,-3.00,0.0000,0.00
2025-10-30T15:39:37.181510,7,3,7,4,0,0,0,0,1,1,12.0,Congestion | Vehicles: 7,5.90,0.0000,0.00
2025-10-30T15:40:00.966510,9,6,8,3,0,0,0,0,1,1,12.0,Congestion | Vehicles: 9,-2.60,0.0000,0.00
2025-10-30T15:40:13.068007,8,0,8,6,0,0,0,0,1,1,12.0,Congestion | Vehicles: 8,-0.20,0.0000,0.00
2025-10-30T15:40:25.098701,6,3,6,8,0,0,0,0,10,4,12.0,Congestion | Vehicles: 8,1.70,0.0000,0.00
2025-10-30T15:40:37.173922,9,2,9,4,0,0,0,0,1,1,12.0,Congestion | Vehicles: 9,5.60,0.0000,0.00
2025-10-30T15:41:01.030133,8,4,7,7,0,0,0,0,1,1,12.0,Congestion | Vehicles: 8,-0.60,0.0000,0.00
2025-10-30T15:41:13.071710,9,4,9,7,0,0,0,0,1,1,12.0,Congestion | Vehicles: 9,-2.90,0.0000,0.00
2025-10-30T15:41:25.073790,9,2,11,8,0,0,0,0,7,3,12.0,Congestion | Vehicles: 11,-3.00,0.0000,0.00
2025-10-30T15:41:37.149605,10,5,10,9,0,0,0,0,1,1,12.0,Congestion | Vehicles: 10,-1.40,0.0000,0.00
2025-10-30T15:41:49.186575,7,3,7,10,0,0,0,0,10,4,12.0,Congestion | Vehicles: 10,3.30,0.0000,0.00
2025-10-30T15:42:01.253868,8,5,7,8,0,0,0,0,1,1,12.0,Congestion | Vehicles: 8,1.20,0.0000,0.00
2025-10-30T15:42:13.288730,7,4,8,6,0,0,0,0,7,3,12.0,Congestion | Vehicles: 8,-0.50,0.0000,0.00
2025-10-30T15:42:25.401485,10,4,11,3,0,0,0,0,7,3,12.0,Congestion | Vehicles: 11,-2.80,0.0000,0.00
2025-10-30T15:42:37.404519,7,3,8,7,0,0,0,0,7,3,12.0,Congestion | Vehicles: 8,3.50,0.0000,0.00
2025-10-30T15:42:49.468423,5,4,5,11,0,0,0,0,10,4,12.0,Congestion | Vehicles: 11,3.50,0.0000,0.00
2025-10-30T15:42:57.519622,5,3,5,3,0,0,0,0,0,1,8.0,Congestion | Vehicles: 5,14.40,0.0000,0.00
2025-10-30T15:43:48.382657,0,0,0,0,0,0,0,0,0,1,8.0,Default (All lanes empty),0.00,0.0000,0.00
2025-11-02T11:25:44.810034,0,0,0,0,0,0,0,0,0,1,8.0,Default (All lanes empty),0.00,0.0000,0.00
2025-11-02T11:25:59.914877,7,3,7,7,0,0,0,0,1,1,12.0,Congestion | Vehicles: 7,-52.40,0.0000,0.00
2025-11-02T11:26:12.021829,6,5,6,8,0,0,0,0,10,4,12.0,Congestion | Vehicles: 8,-0.50,0.0000,0.00
2025-11-02T11:26:27.081363,9,3,7,2,0,0,0,0,1,1,12.0,Congestion | Vehicles: 9,9.90,0.0000,0.00
2025-11-02T11:26:42.137124,8,0,8,8,0,0,0,0,1,1,12.0,Congestion | Vehicles: 8,-0.40,0.0000,0.00
2025-11-02T11:26:57.242404,6,2,6,5,0,0,0,0,1,1,12.0,Congestion | Vehicles: 6,2.10,0.0000,0.00
2025-11-02T11:27:12.261125,12,2,12,5,0,0,0,0,1,1,12.0,Congestion | Vehicles: 12,-3.10,0.0000,0.00
2025-11-02T11:27:27.382527,10,4,7,9,0,0,0,0,1,1,12.0,Congestion | Vehicles: 10,1.00,0.0000,0.00
2025-11-02T11:27:42.502303,9,0,9,8,0,0,0,0,1,1,12.0,Congestion | Vehicles: 9,-0.60,0.0000,0.00
2025-11-02T11:27:54.515063,10,3,11,9,0,0,0,0,7,3,12.0,Congestion | Vehicles: 11,-3.30,0.0000,0.00
2025-11-02T11:28:06.584661,8,4,9,7,0,0,0,0,7,3,12.0,Congestion | Vehicles: 9,1.20,0.0000,0.00
2025-11-02T11:28:21.707135,7,4,7,6,0,0,0,0,1,1,12.0,Congestion | Vehicles: 7,1.60,0.0000,0.00
2025-11-02T11:28:33.815172,10,2,9,13,0,0,0,0,10,4,12.0,Congestion | Vehicles: 13,-3.40,0.0000,0.00
2025-11-02T11:28:45.871380,9,0,11,7,0,0,0,0,7,3,12.0,Congestion | Vehicles: 11,9.30,0.0000,0.00
2025-11-02T11:29:00.986317,7,3,7,5,0,0,0,0,1,1,12.0,Congestion | Vehicles: 7,5.80,0.0000,0.00
2025-11-02T11:29:16.075215,10,4,7,4,0,0,0,0,1,1,12.0,Congestion | Vehicles: 10,-2.50,0.0000,0.00
2025-11-02T11:29:28.091109,8,2,7,9,0,0,0,0,10,4,12.0,Congestion | Vehicles: 9,1.40,0.0000,0.00
2025-11-02T11:29:43.191697,9,3,9,8,0,0,0,0,1,1,12.0,Congestion | Vehicles: 9,-0.90,0.0000,0.00
2025-11-02T11:29:55.265275,8,3,9,6,0,0,0,0,7,3,12.0,Congestion | Vehicles: 9,-0.60,0.0000,0.00
2025-11-02T11:30:07.278517,7,3,8,8,0,0,0,0,7,3,12.0,Congestion | Vehicles: 8,-0.60,0.0000,0.00
2025-11-02T11:30:22.399427,8,3,8,4,0,0,0,0,1,1,12.0,Congestion | Vehicles: 8,-2.30,0.0000,0.00
2025-11-02T11:30:34.505225,8,3,9,12,0,0,0,0,10,4,12.0,Congestion | Vehicles: 12,-3.20,0.0000,0.00
2025-11-02T11:30:46.594703,8,3,9,3,0,0,0,0,7,3,12.0,Congestion | Vehicles: 9,15.70,0.0000,0.00
2025-11-02T11:31:01.721603,7,3,7,3,0,0,0,0,1,1,12.0,Congestion | Vehicles: 7,2.00,0.0000,0.00
2025-11-02T11:31:16.799369,9,2,8,3,0,0,0,0,1,1,12.0,Congestion | Vehicles: 9,-2.20,0.0000,0.00
2025-11-02T11:31:31.914240,8,3,8,6,0,0,0,0,1,1,12.0,Congestion | Vehicles: 8,-0.50,0.0000,0.00
2025-11-02T11:31:44.027284,8,1,10,11,0,0,0,0,10,4,12.0,Congestion | Vehicles: 11,-3.00,0.0000,0.00
2025-11-02T11:31:56.124707,8,3,6,9,0,0,0,0,10,4,12.0,Congestion | Vehicles: 9,1.40,0.0000,0.00
2025-11-02T11:32:11.213174,9,4,7,7,0,0,0,0,1,1,12.0,Congestion | Vehicles: 9,1.30,0.0000,0.00
2025-11-02T11:32:23.284876,7,2,8,4,0,0,0,0,7,3,12.0,Congestion | Vehicles: 8,1.90,0.0000,0.00
2025-11-02T11:32:35.392878,7,0,8,9,0,0,0,0,10,4,12.0,Congestion | Vehicles: 9,-2.40,0.0000,0.00
2025-11-02T11:32:50.526327,8,3,7,6,0,0,0,0,1,1,12.0,Congestion | Vehicles: 8,3.60,0.0000,0.00
2025-11-02T11:33:05.661455,9,4,7,2,0,0,0,0,1,1,12.0,Congestion | Vehicles: 9,-2.20,0.0000,0.00
2025-11-02T11:33:17.705545,8,0,9,4,0,0,0,0,7,3,12.0,Congestion | Vehicles: 9,-0.10,0.0000,0.00
2025-11-02T11:33:32.830734,10,0,7,6,0,0,0,0,1,1,12.0,Congestion | Vehicles: 10,1.70,0.0000,0.00
2025-11-02T11:33:44.932282,5,6,6,9,0,0,0,0,10,4,12.0,Congestion | Vehicles: 9,7.40,0.0000,0.00
2025-11-02T11:33:57.037921,9,3,8,10,0,0,0,0,10,4,12.0,Congestion | Vehicles: 10,-3.00,0.0000,0.00
2025-11-02T11:34:12.133234,9,4,8,7,0,0,0,0,1,1,12.0,Congestion | Vehicles: 9,3.20,0.0000,0.00
2025-11-02T11:34:24.147909,9,0,10,7,0,0,0,0,7,3,12.0,Congestion | Vehicles: 10,-2.60,0.0000,0.00
2025-11-02T11:34:39.225331,7,3,7,4,0,0,0,0,1,1,12.0,Congestion | Vehicles: 7,3.90,0.0000,0.00
2025-11-02T11:34:51.324546,8,6,7,10,0,0,0,0,10,4,12.0,Congestion | Vehicles: 10,-3.10,0.0000,0.00
2025-11-02T11:35:06.449034,9,3,9,9,0,0,0,0,1,1,12.0,Congestion | Vehicles: 9,-1.00,0.0000,0.00
2025-11-02T11:35:18.536643,8,3,10,7,0,0,0,0,7,3,12.0,Congestion | Vehicles: 10,-0.80,0.0000,0.00
2025-11-02T11:35:33.644078,10,3,8,4,0,0,0,0,1,1,12.0,Congestion | Vehicles: 10,1.50,0.0000,0.00
2025-11-02T11:35:48.748667,8,2,8,5,0,0,0,0,1,1,12.0,Congestion | Vehicles: 8,1.70,0.0000,0.00
2025-11-02T11:36:00.764617,8,3,10,11,0,0,0,0,10,4,12.0,Congestion | Vehicles: 11,-3.20,0.0000,0.00
2025-11-02T11:36:12.838964,8,4,8,9,0,0,0,0,10,4,12.0,Congestion | Vehicles: 9,1.10,0.0000,0.00
2025-11-02T11:36:27.959476,8,3,8,7,0,0,0,0,1,1,12.0,Congestion | Vehicles: 8,1.40,0.0000,0.00
2025-11-02T11:36:43.071326,10,1,7,6,0,0,0,0,1,1,12.0,Congestion | Vehicles: 10,-2.40,0.0000,0.00
2025-11-02T11:36:55.186996,10,5,8,11,0,0,0,0,10,4,12.0,Congestion | Vehicles: 11,-3.40,0.0000,0.00
2025-11-02T11:37:07.286317,7,3,12,8,0,0,0,0,7,3,12.0,Congestion | Vehicles: 12,3.00,0.0000,0.00
2025-11-02T11:37:18.358308,5,2,5,3,0,0,0,0,0,1,8.0,Congestion | Vehicles: 5,12.50,0.0000,0.00
2025-11-02T11:37:33.482478,9,0,8,3,0,0,0,0,1,1,12.0,Congestion | Vehicles: 9,-2.00,0.0000,0.00
2025-11-02T11:37:48.598622,8,5,8,4,0,0,0,0,1,1,12.0,Congestion | Vehicles: 8,-0.50,0.0000,0.00
2025-11-02T11:38:00.601275,9,2,11,12,0,0,0,0,10,4,12.0,Congestion | Vehicles: 12,-3.40,0.0000,0.00
2025-11-02T11:38:12.664960,7,0,7,11,0,0,0,0,10,4,12.0,Congestion | Vehicles: 11,-0.50,0.0000,0.00
2025-11-02T11:38:24.771758,7,3,9,8,0,0,0,0,7,3,12.0,Congestion | Vehicles: 9,3.30,0.0000,0.00
2025-11-02T11:38:39.807116,11,4,8,5,0,0,0,0,1,1,12.0,Congestion | Vehicles: 11,-0.80,0.0000,0.00
2025-11-02T11:38:51.922441,7,3,7,8,0,0,0,0,10,4,12.0,Congestion | Vehicles: 8,5.50,0.0000,0.00
2025-11-02T11:39:03.932201,7,3,8,7,0,0,0,0,7,3,12.0,Congestion | Vehicles: 8,-0.50,0.0000,0.00
2025-11-02T11:39:16.020354,8,2,9,6,0,0,0,0,7,3,12.0,Congestion | Vehicles: 9,-2.50,0.0000,0.00
2025-11-02T11:39:31.143166,10,1,9,5,0,0,0,0,1,1,12.0,Congestion | Vehicles: 10,-2.50,0.0000,0.00
2025-11-02T11:39:46.200055,9,4,8,6,0,0,0,0,1,1,12.0,Congestion | Vehicles: 9,-0.70,0.0000,0.00
2025-11-02T11:39:58.229139,8,2,7,9,0,0,0,0,10,4,12.0,Congestion | Vehicles: 9,-0.60,0.0000,0.00
2025-11-02T11:40:10.261046,8,1,7,9,0,0,0,0,10,4,12.0,Congestion | Vehicles: 9,-2.50,0.0000,0.00
2025-11-02T11:40:22.357898,9,0,10,8,0,0,0,0,7,3,12.0,Congestion | Vehicles: 10,-0.70,0.0000,0.00
2025-11-02T11:40:34.428397,6,2,8,7,0,0,0,0,7,3,12.0,Congestion | Vehicles: 8,1.70,0.0000,0.00
2025-11-02T11:40:46.482054,8,2,7,5,0,0,0,0,1,1,12.0,Congestion | Vehicles: 8,-0.20,0.0000,0.00
2025-11-02T11:40:58.509639,7,3,10,6,0,0,0,0,7,3,12.0,Congestion | Vehicles: 10,-0.60,0.0000,0.00
2025-11-02T11:41:10.552631,8,4,8,9,0,0,0,0,10,4,12.0,Congestion | Vehicles: 9,1.10,0.0000,0.00
2025-11-02T11:41:22.614065,8,5,9,11,0,0,0,0,10,4,12.0,Congestion | Vehicles: 11,-3.30,0.0000,0.00
2025-11-02T11:41:34.671374,10,3,9,7,0,0,0,0,1,1,12.0,Congestion | Vehicles: 10,5.10,0.0000,0.00
2025-11-02T11:41:46.732546,6,0,6,2,0,0,0,0,1,1,12.0,Congestion | Vehicles: 6,6.60,0.0000,0.00
2025-11-02T11:41:58.774056,11,0,11,7,0,0,0,0,1,1,12.0,Congestion | Vehicles: 11,-2.90,0.0000,0.00
2025-11-02T11:42:10.803765,8,0,6,4,0,0,0,0,1,1,12.0,Congestion | Vehicles: 8,4.20,0.0000,0.00
2025-11-02T11:42:22.844295,9,2,8,4,0,0,0,0,1,1,12.0,Congestion | Vehicles: 9,-2.30,0.0000,0.00
2025-11-02T11:42:34.914951,10,2,9,6,0,0,0,0,1,1,12.0,Congestion | Vehicles: 10,-2.70,0.0000,0.00
2025-11-02T11:42:46.951840,6,2,8,8,0,0,0,0,7,3,12.0,Congestion | Vehicles: 8,5.60,0.0000,0.00
2025-11-02T11:42:58.985598,7,0,10,8,0,0,0,0,7,3,12.0,Congestion | Vehicles: 10,-2.50,0.0000,0.00
2025-11-02T11:43:11.023876,7,1,5,7,0,0,0,0,1,1,12.0,Congestion | Vehicles: 7,8.00,0.0000,0.00
2025-11-02T11:43:23.069709,8,2,9,3,0,0,0,0,7,3,12.0,Congestion | Vehicles: 9,-2.20,0.0000,0.00
2025-11-02T11:43:35.115361,10,3,8,6,0,0,0,0,1,1,12.0,Congestion | Vehicles: 10,-0.70,0.0000,0.00
2025-11-02T11:43:47.150316,7,1,5,13,0,0,0,0,10,4,12.0,Congestion | Vehicles: 13,3.40,0.0000,0.00
2025-11-02T11:43:59.175731,5,3,8,6,0,0,0,0,7,3,12.0,Congestion | Vehicles: 8,11.80,0.0000,0.00
2025-11-02T11:44:11.253978,8,6,8,4,0,0,0,0,1,1,12.0,Congestion | Vehicles: 8,-2.60,0.0000,0.00
2025-11-02T11:44:23.274967,9,3,10,4,0,0,0,0,7,3,12.0,Congestion | Vehicles: 10,-2.60,0.0000,0.00
2025-11-02T11:44:35.301907,9,3,9,5,0,0,0,0,1,1,12.0,Congestion | Vehicles: 9,-0.60,0.0000,0.00
2025-11-02T11:44:47.350881,10,2,8,6,0,0,0,0,1,1,12.0,Congestion | Vehicles: 10,-2.60,0.0000,0.00
2025-11-02T11:44:59.385225,8,2,7,10,0,0,0,0,10,4,12.0,Congestion | Vehicles: 10,1.30,0.0000,0.00
2025-11-02T11:45:11.415820,5,1,8,11,0,0,0,0,10,4,12.0,Congestion | Vehicles: 11,-2.50,0.0000,0.00
2025-11-02T11:45:23.448294,10,2,8,6,0,0,0,0,1,1,12.0,Congestion | Vehicles: 10,7.40,0.0000,0.00
2025-11-02T11:45:35.496903,12,0,7,3,0,0,0,0,1,1,12.0,Congestion | Vehicles: 12,-2.20,0.0000,0.00
2025-11-02T11:45:47.554103,10,3,9,5,0,0,0,0,1,1,12.0,Congestion | Vehicles: 10,1.30,0.0000,0.00
2025-11-02T11:45:59.573925,6,4,6,8,0,0,0,0,10,4,12.0,Congestion | Vehicles: 8,5.60,0.0000,0.00
2025-11-02T11:46:11.606800,8,3,9,5,0,0,0,0,7,3,12.0,Congestion | Vehicles: 9,3.50,0.0000,0.00
2025-11-02T11:46:23.632774,11,2,8,5,0,0,0,0,1,1,12.0,Congestion | Vehicles: 11,-0.60,0.0000,0.00
2025-11-02T11:46:35.664171,9,1,10,4,0,0,0,0,7,3,12.0,Congestion | Vehicles: 10,1.60,0.0000,0.00
2025-11-02T11:46:47.699609,8,1,7,4,0,0,0,0,1,1,12.0,Congestion | Vehicles: 8,4.00,0.0000,0.00
2025-11-02T11:46:59.742760,5,2,8,9,0,0,0,0,10,4,12.0,Congestion | Vehicles: 9,3.60,0.0000,0.00
2025-11-02T11:47:11.782622,8,3,9,8,0,0,0,0,7,3,12.0,Congestion | Vehicles: 9,-0.80,0.0000,0.00
2025-11-02T11:47:23.822188,8,3,7,7,0,0,0,0,1,1,12.0,Congestion | Vehicles: 8,1.50,0.0000,0.00
2025-11-02T11:47:35.830444,7,3,10,6,0,0,0,0,7,3,12.0,Congestion | Vehicles: 10,-0.60,0.0000,0.00
2025-11-02T11:47:47.886593,8,5,6,6,0,0,0,0,1,1,12.0,Congestion | Vehicles: 8,5.50,0.0000,0.00
2025-11-02T11:47:59.923559,10,3,9,10,0,0,0,0,1,1,12.0,Congestion | Vehicles: 10,-3.20,0.0000,0.00
2025-11-02T11:48:11.951753,10,6,10,4,0,0,0,0,1,1,12.0,Congestion | Vehicles: 10,-3.00,0.0000,0.00
2025-11-02T11:48:24.007400,8,2,7,7,0,0,0,0,1,1,12.0,Congestion | Vehicles: 8,1.60,0.0000,0.00
2025-11-02T11:48:36.218125,10,6,11,4,0,0,0,0,7,3,12.0,Congestion | Vehicles: 11,-3.10,0.0000,0.00
2025-11-02T11:48:48.232960,5,3,7,4,0,0,0,0,7,3,12.0,Congestion | Vehicles: 7,6.10,0.0000,0.00
2025-11-02T11:49:00.275628,9,4,7,6,0,0,0,0,1,1,12.0,Congestion | Vehicles: 9,-2.60,0.0000,0.00
2025-11-02T11:49:12.295433,10,2,11,10,0,0,0,0,7,3,12.0,Congestion | Vehicles: 11,-3.30,0.0000,0.00
2025-11-02T11:49:24.381426,8,2,9,9,0,0,0,0,7,3,12.0,Congestion | Vehicles: 9,1.20,0.0000,0.00
2025-11-02T11:49:36.398721,6,0,7,7,0,0,0,0,7,3,12.0,Congestion | Vehicles: 7,2.00,0.0000,0.00
2025-11-02T11:49:48.496634,8,2,6,5,0,0,0,0,1,1,12.0,Congestion | Vehicles: 8,-0.10,0.0000,0.00
2025-11-02T11:50:00.591252,10,4,10,5,0,0,0,0,1,1,12.0,Congestion | Vehicles: 10,-2.90,0.0000,0.00
2025-11-02T11:50:12.600366,6,6,6,12,0,0,0,0,10,4,12.0,Congestion | Vehicles: 12,5.00,0.0000,0.00
2025-11-02T11:50:24.705896,10,4,6,5,0,0,0,0,1,1,12.0,Congestion | Vehicles: 10,11.50,0.0000,0.00
2025-11-02T11:50:36.810136,6,2,7,3,0,0,0,0,7,3,12.0,Congestion | Vehicles: 7,6.20,0.0000,0.00
2025-11-02T11:50:48.830038,8,2,8,3,0,0,0,0,1,1,12.0,Congestion | Vehicles: 8,-2.10,0.0000,0.00
2025-11-02T11:51:00.933563,12,0,9,8,0,0,0,0,1,1,12.0,Congestion | Vehicles: 12,-2.90,0.0000,0.00
2025-11-02T11:51:12.968848,9,3,8,6,0,0,0,0,1,1,12.0,Congestion | Vehicles: 9,3.40,0.0000,0.00
2025-11-02T11:51:25.091230,8,4,7,7,0,0,0,0,1,1,12.0,Congestion | Vehicles: 8,-0.60,0.0000,0.00
2025-11-02T11:51:37.206299,8,3,7,6,0,0,0,0,1,1,12.0,Congestion | Vehicles: 8,-2.40,0.0000,0.00
2025-11-02T11:51:49.297526,9,3,10,8,0,0,0,0,7,3,12.0,Congestion | Vehicles: 10,-3.00,0.0000,0.00
2025-11-02T11:52:01.301035,7,0,9,5,0,0,0,0,7,3,12.0,Congestion | Vehicles: 9,-0.10,0.0000,0.00
2025-11-02T11:52:13.366063,5,2,6,9,0,0,0,0,10,4,12.0,Congestion | Vehicles: 9,3.80,0.0000,0.00
2025-11-02T11:52:25.481371,8,3,6,6,0,0,0,0,1,1,12.0,Congestion | Vehicles: 8,3.70,0.0000,0.00
2025-11-02T11:52:37.588326,9,6,9,2,0,0,0,0,1,1,12.0,Congestion | Vehicles: 9,-2.60,0.0000,0.00
2025-11-02T11:52:49.685876,8,4,6,6,0,0,0,0,1,1,12.0,Congestion | Vehicles: 8,-0.40,0.0000,0.00
2025-11-02T11:53:01.790410,7,2,12,6,0,0,0,0,7,3,12.0,Congestion | Vehicles: 12,-0.70,0.0000,0.00
2025-11-02T11:53:13.830772,8,2,7,7,0,0,0,0,1,1,12.0,Congestion | Vehicles: 8,7.60,0.0000,0.00
2025-11-02T11:53:25.936797,9,0,8,10,0,0,0,0,10,4,12.0,Congestion | Vehicles: 10,-2.70,0.0000,0.00
2025-11-02T11:53:38.034115,8,3,8,8,0,0,0,0,1,1,12.0,Congestion | Vehicles: 8,1.30,0.0000,0.00
2025-11-02T11:53:50.140702,7,4,9,5,0,0,0,0,7,3,12.0,Congestion | Vehicles: 9,-0.50,0.0000,0.00
2025-11-02T11:54:02.244718,7,3,7,3,0,0,0,0,1,1,12.0,Congestion | Vehicles: 7,2.00,0.0000,0.00
2025-11-02T11:54:14.308882,8,2,9,8,0,0,0,0,7,3,12.0,Congestion | Vehicles: 9,-2.70,0.0000,0.00
2025-11-02T11:54:26.429627,10,2,9,6,0,0,0,0,1,1,12.0,Congestion | Vehicles: 10,-2.70,0.0000,0.00
